,User,CouponCode,Category,SubCategory,Type,Company,Redeemed,CouponDiscount,AmountSpent,Clicked,TimeStamp
8579,16-3064629,FOBV-FAS-PVR-20,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,1,20,750,0,2018-08-25 12:46:52
8580,15-1612408,ENTE-MUS-JEH-10,ENTERTAINMENT,MUSEUMS,ART,JEHANGIR,1,10,800,0,2021-09-29 03:26:13
8581,77-0471770,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,0,10,250,1,2019-03-08 17:16:40
8582,80-7231999,TRAV-RAI-MUM-20,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,1,20,5550,1,2020-12-02 07:21:18
8583,73-4034392,ENTE-MUS-CST-25,ENTERTAINMENT,MUSEUMS,HISTORY,CSTMUSEUM,1,25,1700,1,2018-06-24 22:36:59
8584,64-5006993,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,ENGLISH,PVR,1,10,500,0,2018-10-24 00:41:12
8585,99-8710225,FOBV-FAS-MAC-10,FOOD_BEVERAGES,FASTFOOD,BURGERS,MACD,0,10,400,1,2021-06-21 06:40:14
8586,70-6211576,REAP-COS-GAR-10,RETAIL_APPAREL,COSMETICS,GEL,GARNIER,1,10,750,0,2022-06-09 13:59:53
8587,61-4117295,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,20,2700,1,2018-07-17 15:13:46
8588,14-1388389,ENTE-MUS-POP-20,ENTERTAINMENT,MUSEUMS,ART,POPCULTUREMUMBAI,0,20,1350,0,2021-02-05 01:42:35
8589,02-3246779,REAP-COS-PON-10,RETAIL_APPAREL,COSMETICS,CREAM,PONDS,0,10,550,0,2021-10-20 08:56:03
8590,10-5501575,REAP-MEN-PET-20,RETAIL_APPAREL,MENSWESTERNWEAR,SHIRT,PETERENGLAND,1,20,1050,0,2019-01-07 05:42:01
8591,97-1585715,TRAV-AIR-TOM-20,TRAVEL,AIR,DOMESTIC,TOM&COOKS,1,20,10450,1,2018-11-23 13:44:38
8592,83-7477626,ELEC-MIN-SAM-40,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,1,40,4800,0,2018-07-15 23:27:59
8593,86-9069270,ELEC-BIG-SON-20,ELECTRONIC,BIGAPPLIANCES,TV,SONY,0,20,2550,1,2021-08-11 10:16:58
8594,20-2502096,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,METRO,BOOKMYTRIP,0,30,20650,0,2021-02-26 11:36:22
8595,56-4459098,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,1,30,3200,0,2019-03-12 21:41:15
8596,71-1209616,REAP-ETH-MAN-20,RETAIL_APPAREL,ETHINICWEAR,SAREE,MANYA,1,20,1050,0,2021-02-03 17:59:27
8597,24-8996518,ELEC-MIN-APP-30,ELECTRONIC,MINIAPPLIANCES,MOBILE,APPLE,0,30,3200,0,2019-11-06 12:53:33
8598,74-8272165,ELEC-BIG-SAM-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,SAMSUNG,1,40,4200,0,2022-02-18 16:55:15
8599,28-4624075,FOBV-WAR-BRE-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,BREW,1,20,550,1,2019-09-16 01:31:22
8600,40-8269996,REAP-LAD-ZAR-25,RETAIL_APPAREL,LADIESWESTERNWEAR,BLOUSE,ZARA,1,25,1700,0,2019-05-22 04:11:38
8601,27-5148020,FOBV-WAR-TAT-20,FOOD_BEVERAGES,WARMDRINKS,TEA,TATA,0,20,750,0,2020-10-04 00:21:16
8602,26-4512640,REAP-COS-MYG-30,RETAIL_APPAREL,COSMETICS,POLISH,MYGLAMM,1,30,1850,0,2020-06-20 07:40:21
8603,81-0865514,ENTE-MOV-PVR-20,ENTERTAINMENT,MOVIE,REGIONAL,PVR,1,20,1600,1,2020-02-17 23:57:02
8604,49-1038118,TRAV-ROA-UBE-20,TRAVEL,ROAD,TAXI,UBER,0,20,9200,1,2020-10-24 10:15:46
8605,96-6518515,ENTE-EVE-SCI-20,ENTERTAINMENT,EVENTS,EXHIBITION,SCILEARN,1,20,1500,0,2021-12-14 20:37:01
8606,87-6423515,FOBV-SOF-COC-20,FOOD_BEVERAGES,SOFTDRINKS,COLA,COCOCOLA,0,20,750,0,2018-12-12 02:07:28
8607,46-3401731,ENTE-MOV-INO-10,ENTERTAINMENT,MOVIE,FORIEGN,INOX,1,10,650,0,2020-10-03 17:12:38
8608,77-4828260,FOBV-FAS-BUR-10,FOOD_BEVERAGES,FASTFOOD,BURGERS,BURGERKING,0,10,100,0,2018-12-11 16:47:49
8609,49-3177034,ENTE-MOV-PVR-10,ENTERTAINMENT,MOVIE,ENGLISH,PVR,1,10,500,0,2021-09-27 19:44:11
8610,06-5496598,REAP-MEN-POL-10,RETAIL_APPAREL,MENSWESTERNWEAR,BLAZZER,POLARCAPS,1,10,800,1,2020-12-13 08:13:45
8611,02-2789934,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,10,250,1,2020-11-06 14:05:18
8612,84-2526538,ELEC-MIN-APP-20,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,0,20,2200,0,2018-07-06 19:26:01
8613,36-6834124,FOBV-FAS-MAC-5,FOOD_BEVERAGES,FASTFOOD,BURGERS,MACD,0,5,50,0,2019-11-12 12:55:07
8614,19-4262822,FOBV-ALC-FRA-10,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,0,10,150,0,2020-04-08 06:56:50
8615,17-3092259,ELEC-MIN-SON-20,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SONY,1,20,2450,0,2020-02-29 23:03:31
8616,52-6968368,ELEC-MIN-SAM-30,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,1,30,3400,0,2019-05-10 00:46:01
8617,93-8660583,REAP-LAD-ZAR-10,RETAIL_APPAREL,LADIESWESTERNWEAR,TOP,ZARA,0,10,700,0,2019-01-26 23:00:41
8618,22-8008244,TRAV-ROA-BOO-20,TRAVEL,ROAD,TEMPO,BOOKMYTRIP,0,20,12450,1,2021-03-03 19:48:55
8619,13-7899017,TRAV-ROA-UBE-30,TRAVEL,ROAD,TAXI,UBER,1,30,14000,0,2019-04-22 02:30:04
8620,66-4573100,ENTE-CAR-AFR-20,ENTERTAINMENT,CARNIVAL,CIRCUS,AFROCIRCUS,1,20,1200,0,2019-06-22 00:03:58
8621,18-7572952,ENTE-EVE-INT-10,ENTERTAINMENT,EVENTS,TECHCONFERENCE,INTERNATIONALCONFERENCE,0,10,350,0,2019-05-27 12:31:51
8622,56-3923191,REAP-LAD-ZAR-25,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,ZARA,0,25,1700,1,2020-07-01 05:20:27
8623,19-9304013,ENTE-CAR-PAR-30,ENTERTAINMENT,CARNIVAL,FUNFAIR,PARTYPOPPERS,1,30,1800,1,2022-05-11 16:41:56
8624,26-1020817,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,TV,LG,0,20,2000,0,2019-10-30 02:09:46
8625,58-3181832,TRAV-ROA-UBE-40,TRAVEL,ROAD,VEHICLE,UBER,0,40,34950,0,2019-04-30 20:06:50
8626,30-6000856,ENTE-CON-OPE-20,ENTERTAINMENT,CONCERTS,CLASICAL,OPERAHOUSE,1,20,1600,0,2021-07-25 08:53:52
8627,59-1519719,ENTE-CON-NAR-10,ENTERTAINMENT,CONCERTS,OPERA,NARIMANHOUSE,1,10,300,1,2019-01-27 10:52:08
8628,66-0451572,TRAV-ROA-BOO-50,TRAVEL,ROAD,BUS,BOOKMYTRIP,0,50,48650,1,2021-03-17 19:29:49
8629,88-6180209,FOBV-FAS-JOE-10,FOOD_BEVERAGES,FASTFOOD,PIZZA,JOEY,1,10,250,1,2021-08-16 10:45:25
8630,63-3670380,FOBV-ALC-JHO-30,FOOD_BEVERAGES,ALCOHOL,WHISKEY,JHONIEE,1,30,900,0,2020-02-23 09:58:05
8631,86-6595632,FOBV-SOF-COC-5,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,COCOCOLA,1,5,50,1,2020-11-21 02:31:18
8632,20-1198127,REAP-ACC-NIK-20,RETAIL_APPAREL,ACCESSORIES,SHOES,NIKE,1,20,1250,0,2020-07-03 10:55:08
8633,18-1390473,ELEC-BIG-SAM-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,0,20,2550,0,2022-03-19 23:14:00
8634,81-1494773,FOBV-ALC-FRA-30,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,30,900,0,2018-11-10 07:39:50
8635,94-0093256,REAP-ACC-CHE-20,RETAIL_APPAREL,ACCESSORIES,TIE,CHECKUPS,0,20,1150,1,2018-09-19 15:53:59
8636,31-4145489,REAP-LAD-H&M-10,RETAIL_APPAREL,LADIESWESTERNWEAR,PANTWOMEN,H&M,0,10,950,0,2018-07-30 11:23:59
8637,12-4622535,REAP-ACC-NIK-10,RETAIL_APPAREL,ACCESSORIES,SHOES,NIKE,0,10,450,0,2022-04-11 20:52:15
8638,59-0613380,ELEC-BIG-HIT-35,ELECTRONIC,BIGAPPLIANCES,FRIDGE,HITACHI,0,35,3900,0,2018-11-29 03:57:35
8639,56-8268199,ENTE-MOV-INO-20,ENTERTAINMENT,MOVIE,ENGLISH,INOX,0,20,1500,0,2019-02-10 00:58:40
8640,12-1913627,FOBV-WAR-BRE-10,FOOD_BEVERAGES,WARMDRINKS,COFFEE,BREW,1,10,200,0,2022-06-08 11:47:35
8641,61-4117294,ELEC-BIG-LG-25,ELECTRONIC,BIGAPPLIANCES,TV,LG,0,25,2750,0,2018-07-27 20:03:52
8642,07-4268541,TRAV-ROA-GOI-40,TRAVEL,ROAD,BUS,GOIBIBO,1,40,37600,1,2021-03-07 12:51:12
8643,66-6020747,REAP-LAD-FOR-10,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,FOREVER21,1,10,450,0,2018-06-21 03:36:42
8644,54-7452590,TRAV-AIR-IND-40,TRAVEL,AIR,INTERNATIONAL,INDIGO,0,40,30150,0,2019-10-18 12:18:07
8645,89-9312380,ENTE-CON-REG-10,ENTERTAINMENT,CONCERTS,INDIAN,REGAL,1,10,750,0,2022-06-10 08:30:21
8646,55-9464346,TRAV-AIR-BOO-30,TRAVEL,AIR,INTERNATIONAL,BOOKMYTRIP,0,30,24850,1,2019-02-25 23:35:11
8647,81-8911269,TRAV-RAI-BOO-20,TRAVEL,RAILLWAY,DAILYTRAIN,BOOKMYTRIP,1,20,8050,0,2021-09-27 19:52:14
8648,77-5753886,ELEC-BIG-LG-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,LG,1,20,2000,0,2019-02-21 11:27:06
8649,83-0396965,TRAV-AIR-TOM-20,TRAVEL,AIR,DOMESTIC,TOM&COOKS,0,20,5450,0,2022-04-20 18:20:59
8650,93-8655532,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,0,10,1200,0,2020-10-01 17:58:00
8651,14-7334472,FOBV-WAR-NES-30,FOOD_BEVERAGES,WARMDRINKS,COFFEE,NESCAFE,1,30,850,0,2020-03-18 06:36:53
8652,09-2589856,FOBV-CON-MIN-20,FOOD_BEVERAGES,CONTINENTAL,SPAGHETTI,MINIITTILA,1,20,600,0,2018-12-31 07:18:49
8653,74-6881750,ENTE-MOV-MOV-20,ENTERTAINMENT,MOVIE,ENGLISH,MOVIETIME,1,20,1100,0,2018-02-15 06:38:19
8654,25-0176328,FOBV-FAS-SUB-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,SUBWAY,1,10,150,1,2019-06-08 15:02:39
8655,43-5777810,TRAV-ROA-STA-40,TRAVEL,ROAD,BUS,STATETRAVELLER,0,40,38600,0,2020-05-03 17:05:10
8656,07-7592513,ELEC-BIG-LG-40,ELECTRONIC,BIGAPPLIANCES,WASHINGMACHINE,LG,1,40,4950,0,2020-02-09 04:35:46
8657,65-8313788,ENTE-MOV-PVR-5,ENTERTAINMENT,MOVIE,HINDI,PVR,0,5,250,0,2018-05-31 23:08:18
8658,59-7826093,REAP-COS-YAR-10,RETAIL_APPAREL,COSMETICS,POWDER,YARDLEY,1,10,600,1,2021-08-10 14:39:01
8659,79-5721333,FOBV-SOF-BIG-30,FOOD_BEVERAGES,SOFTDRINKS,COLA,BIGCOLA,0,30,900,1,2019-10-08 04:03:24
8660,01-0734772,ENTE-CON-OPE-10,ENTERTAINMENT,CONCERTS,OPERA,OPERAHOUSE,1,10,800,1,2018-02-10 00:56:44
8661,44-5382559,TRAV-RAI-MUM-50,TRAVEL,RAILLWAY,DAILYTRAIN,MUMBAILOCAL,1,50,46050,1,2018-09-20 09:00:25
8662,47-1867449,REAP-LAD-DEN-10,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,DENIM,1,10,650,1,2020-11-06 14:37:46
8663,59-9101177,ELEC-BIG-CRO-40,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,40,4300,0,2018-04-29 10:30:40
8664,42-3686129,ELEC-MIN-DEL-35,ELECTRONIC,MINIAPPLIANCES,LAPTOP,DELL,1,35,3900,0,2020-10-22 07:14:46
8665,73-0474731,ENTE-EVE-ACM-20,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ACM,0,20,1600,1,2018-09-10 05:36:25
8666,13-9167011,REAP-COS-PON-10,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,1,10,900,0,2018-03-04 15:40:19
8667,74-3684256,TRAV-ROA-UBE-30,TRAVEL,ROAD,TAXI,UBER,0,30,16750,0,2019-05-23 03:55:43
8668,60-7976992,ELEC-BIG-CRO-30,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,1,30,3650,0,2019-09-21 12:33:20
8669,78-9464383,FOBV-FAS-JOE-20,FOOD_BEVERAGES,FASTFOOD,PIZZA,JOEY,0,20,750,0,2020-07-16 05:00:35
8670,87-2415294,FOBV-CON-MAG-20,FOOD_BEVERAGES,CONTINENTAL,PASTA,MAGGI,1,20,800,0,2019-01-31 12:47:38
8671,23-1189889,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,30,3550,0,2019-10-23 04:44:02
8672,90-0596791,ELEC-MIN-SAM-10,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SAMSUNG,1,10,1250,0,2021-03-23 00:43:01
8673,17-8015526,ELEC-MIN-SON-30,ELECTRONIC,MINIAPPLIANCES,SPEAKER,SONY,0,30,2900,1,2020-09-11 06:38:57
8674,50-9761356,ELEC-BIG-LG-10,ELECTRONIC,BIGAPPLIANCES,FRIDGE,LG,1,10,1500,1,2019-06-24 21:02:48
8675,14-5666485,ENTE-MOV-PVR-20,ENTERTAINMENT,MOVIE,FORIEGN,PVR,1,20,1250,1,2018-12-20 22:18:09
8676,56-6502563,TRAV-AIR-IND-30,TRAVEL,AIR,INTERNATIONAL,INDIGO,1,30,22950,0,2021-01-16 18:03:11
8677,36-1839167,FOBV-ALC-JHO-15,FOOD_BEVERAGES,ALCOHOL,WHISKEY,JHONIEE,1,15,450,0,2022-03-02 12:46:02
8678,60-7148043,FOBV-WAR-SOC-20,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,0,20,700,0,2018-04-27 10:13:43
8679,72-1045679,ELEC-MIN-APP-40,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,1,40,4300,0,2019-02-10 12:35:26
8680,37-9755920,ENTE-MUS-JEH-5,ENTERTAINMENT,MUSEUMS,ART,JEHANGIR,1,5,250,0,2019-03-03 03:30:09
8681,43-1443976,FOBV-CON-IMB-20,FOOD_BEVERAGES,CONTINENTAL,EUROPEAN,IMBISS,0,20,500,0,2019-09-30 08:27:13
8682,02-7573369,TRAV-RAI-IRC-20,TRAVEL,RAILLWAY,INTERSTATETRAIN,IRCTC,0,20,8350,0,2019-11-30 16:15:09
8683,20-0102480,ENTE-MOV-MOV-30,ENTERTAINMENT,MOVIE,HINDI,MOVIETIME,1,30,1950,0,2020-12-01 01:24:09
8684,88-6081085,REAP-MEN-ARR-20,RETAIL_APPAREL,MENSWESTERNWEAR,SUIT,ARROW,1,20,1550,0,2022-01-25 14:01:51
8685,23-5751422,REAP-COS-SHI-20,RETAIL_APPAREL,COSMETICS,GEL,SHINE,0,20,1550,0,2020-05-12 11:11:57
8686,88-2267046,ELEC-MIN-BOA-30,ELECTRONIC,MINIAPPLIANCES,EARPHONE,BOAT,1,30,2850,1,2021-05-14 11:45:01
8687,47-1867449,ENTE-MOV-INO-20,ENTERTAINMENT,MOVIE,ENGLISH,INOX,0,20,1300,0,2021-02-25 19:42:47
8688,38-3189367,REAP-COS-YAR-5,RETAIL_APPAREL,COSMETICS,POWDER,YARDLEY,0,5,350,0,2019-06-13 16:51:13
8689,97-3652178,FOBV-ALC-GOD-20,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,1,20,700,0,2021-02-04 13:30:34
8690,75-6001041,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,0,20,1450,1,2022-05-05 19:14:41
8691,96-5387142,FOBV-FAS-PVR-10,FOOD_BEVERAGES,FASTFOOD,SANDWHICH,PVR,0,10,300,0,2020-06-28 11:23:47
8692,99-9030332,REAP-COS-PON-20,RETAIL_APPAREL,COSMETICS,POWDER,PONDS,1,20,1250,0,2019-11-18 20:59:50
8693,03-2045757,TRAV-ROA-UBE-40,TRAVEL,ROAD,TAXI,UBER,0,40,40650,0,2019-09-06 00:20:05
8694,45-1327581,ENTE-EVE-ACM-5,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ACM,0,5,250,0,2018-12-03 12:49:18
8695,96-6603415,REAP-COS-LAC-30,RETAIL_APPAREL,COSMETICS,CREAM,LAC,0,30,1800,0,2018-10-03 10:27:04
8696,74-1245749,ELEC-MIN-SAM-30,ELECTRONIC,MINIAPPLIANCES,TABLET,SAMSUNG,1,30,3650,1,2020-04-16 20:50:16
8697,28-9716408,ELEC-BIG-LG-30,ELECTRONIC,BIGAPPLIANCES,TV,LG,1,30,3300,0,2018-10-13 08:22:38
8698,92-9083415,ENTE-EVE-LON-30,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,LONDONBAY,0,30,1900,0,2022-06-13 17:22:12
8699,11-2244098,ENTE-EVE-SCI-10,ENTERTAINMENT,EVENTS,EXHIBITION,SCILEARN,1,10,900,1,2019-03-09 11:01:29
8700,61-9470805,FOBV-ALC-BAR-10,FOOD_BEVERAGES,ALCOHOL,RUM,BARCELO,0,10,300,0,2020-07-10 10:48:17
8701,95-0867521,FOBV-FAS-CHI-20,FOOD_BEVERAGES,FASTFOOD,BURGERS,CHIPOTLE,0,20,650,0,2018-01-29 13:27:36
8702,98-7724789,TRAV-WAT-CNT-20,TRAVEL,WATER,FERRI,CNTTRAVEL,1,20,5850,0,2021-01-01 09:41:21
8703,86-9069270,ENTE-EVE-FRA-10,ENTERTAINMENT,EVENTS,BUSINESSCONCLAVE,FRANCISCO,1,10,400,1,2019-09-05 11:08:35
8704,61-8301228,ENTE-CON-OPE-10,ENTERTAINMENT,CONCERTS,OPERA,OPERAHOUSE,0,10,850,0,2021-10-07 12:02:23
8705,71-5195878,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,0,30,19000,0,2022-05-24 01:00:44
8706,46-9303210,FOBV-WAR-RED-10,FOOD_BEVERAGES,WARMDRINKS,TEA,REDLABEL,1,10,250,0,2019-10-18 15:23:53
8707,36-7182945,FOBV-ALC-FRA-10,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,10,400,1,2018-02-15 22:47:36
8708,94-8399020,REAP-COS-RED-20,RETAIL_APPAREL,COSMETICS,LIPSTICK,REDLIPS,1,20,1450,0,2018-04-10 21:12:49
8709,25-5765260,ELEC-MIN-DEL-30,ELECTRONIC,MINIAPPLIANCES,LAPTOP,DELL,1,30,3700,1,2018-07-26 09:21:08
8710,70-0110473,TRAV-RAI-IND-30,TRAVEL,RAILLWAY,DAILYTRAIN,INDIANRAIL,0,30,17850,1,2019-02-21 15:47:45
8711,42-3686129,ELEC-BIG-IGE-35,ELECTRONIC,BIGAPPLIANCES,FRIDGE,IGENERAL,1,35,3950,0,2020-09-17 15:02:33
8712,66-6528250,ENTE-SPO-IND-20,ENTERTAINMENT,SPORTS,CRICKET,INDIA,1,20,1300,1,2018-10-24 10:40:13
8713,45-7445011,ENTE-EVE-ISJ-30,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,0,30,1850,0,2019-10-12 18:08:13
8714,47-5363610,REAP-COS-SHI-20,RETAIL_APPAREL,COSMETICS,GEL,SHINE,1,20,1400,0,2020-01-12 08:55:52
8715,32-3780022,FOBV-ALC-KIN-10,FOOD_BEVERAGES,ALCOHOL,BEER,KINGFISHER,1,10,200,1,2018-10-06 04:49:29
8716,39-6613024,FOBV-ALC-GOD-10,FOOD_BEVERAGES,ALCOHOL,BEER,GODFATHER,1,10,150,1,2021-10-27 06:09:45
8717,80-1507780,FOBV-WAR-SOC-20,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,1,20,650,1,2019-02-16 06:16:50
8718,51-1673829,REAP-ETH-ALA-5,RETAIL_APPAREL,ETHINICWEAR,DHOTI,ALAYA,1,5,300,0,2020-12-22 21:43:19
8719,49-9395104,ENTE-MUS-CST-20,ENTERTAINMENT,MUSEUMS,HISTORY,CSTMUSEUM,0,20,1350,1,2021-09-14 17:35:05
8720,65-6229128,ENTE-MOV-MOV-20,ENTERTAINMENT,MOVIE,REGIONAL,MOVIETIME,1,20,1450,1,2020-11-09 11:04:28
8721,74-6276848,TRAV-RAI-BOO-40,TRAVEL,RAILLWAY,DAILYTRAIN,BOOKMYTRIP,0,40,34400,1,2019-05-20 02:08:04
8722,39-9956854,REAP-LAD-H&M-20,RETAIL_APPAREL,LADIESWESTERNWEAR,SKIRT,H&M,0,20,1200,0,2021-06-27 23:53:18
8723,13-2552587,ENTE-SPO-IPL-10,ENTERTAINMENT,SPORTS,CRICKET,IPL,0,10,600,1,2021-11-23 22:34:12
8724,11-9691742,REAP-COS-LAC-5,RETAIL_APPAREL,COSMETICS,LIPSTICK,LACME,0,5,300,1,2019-06-19 01:54:03
8725,48-0002182,ELEC-MIN-APP-10,ELECTRONIC,MINIAPPLIANCES,TABLET,APPLE,0,10,1300,1,2020-01-25 03:26:57
8726,94-2738920,ELEC-BIG-CRO-20,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,CROMA,0,20,2000,1,2019-02-15 04:29:05
8727,34-2607106,TRAV-ROA-RAP-40,TRAVEL,ROAD,VEHICLE,RAPIDO,1,40,32700,0,2020-02-28 23:19:03
8728,06-1897291,ENTE-MOV-INO-10,ENTERTAINMENT,MOVIE,ENGLISH,INOX,1,10,800,0,2021-12-24 05:29:23
8729,35-8630487,TRAV-RAI-MUM-40,TRAVEL,RAILLWAY,METRO,MUMBAIMETRO,0,40,33300,0,2021-09-27 13:08:29
8730,79-2377380,ENTE-MOV-INO-20,ENTERTAINMENT,MOVIE,ENGLISH,INOX,1,20,1000,0,2020-03-19 12:42:06
8731,96-4007857,ELEC-BIG-SON-10,ELECTRONIC,BIGAPPLIANCES,TV,SONY,0,10,1450,1,2018-04-25 22:31:23
8732,01-7889944,FOBV-ALC-LOU-20,FOOD_BEVERAGES,ALCOHOL,WINE,LOUIS,1,20,550,1,2019-07-31 18:59:47
8733,48-4378644,ELEC-BIG-SAM-35,ELECTRONIC,BIGAPPLIANCES,MICROWAVE,SAMSUNG,1,35,3900,1,2020-05-02 08:57:12
8734,87-3145016,REAP-ETH-ZAH-30,RETAIL_APPAREL,ETHINICWEAR,SAREE,ZAHIRA,1,30,1850,0,2020-09-18 02:06:47
8735,43-0973834,FOBV-SOF-COC-10,FOOD_BEVERAGES,SOFTDRINKS,LIME,COCOCOLA,0,10,250,0,2021-03-21 09:56:35
8736,59-7668520,FOBV-WAR-TAT-20,FOOD_BEVERAGES,WARMDRINKS,COFFEE,TATA,0,20,550,1,2021-12-04 14:49:25
8737,16-5808169,REAP-LAD-H&M-10,RETAIL_APPAREL,LADIESWESTERNWEAR,DRESS,H&M,1,10,450,0,2021-06-16 09:03:20
8738,26-1096371,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,20,750,0,2019-10-02 05:36:12
8739,53-4589796,FOBV-ALC-FRA-20,FOOD_BEVERAGES,ALCOHOL,WINE,FRANC,1,20,700,0,2019-03-22 18:48:46
8740,36-4946773,ENTE-EVE-ISJ-5,ENTERTAINMENT,EVENTS,TECHCONFERENCE,ISJRT,1,5,250,1,2019-04-18 07:34:20
8741,85-6534023,REAP-COS-LAK-10,RETAIL_APPAREL,COSMETICS,POLISH,LAKME,1,10,750,0,2019-01-30 21:39:50
8742,72-9634783,FOBV-SOF-PEP-20,FOOD_BEVERAGES,SOFTDRINKS,ORANGE,PEPSI,0,20,800,1,2020-02-28 11:06:51
8743,00-2738712,TRAV-AIR-GOI-30,TRAVEL,AIR,INTERNATIONAL,GOIBIBO,0,30,17450,1,2018-11-26 02:43:16
8744,14-8684297,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,1,30,25250,0,2018-11-26 01:48:06
8745,03-2042120,ENTE-SPO-CVC-10,ENTERTAINMENT,SPORTS,BASEBALL,CVCL,1,10,800,0,2018-08-13 14:47:22
8746,03-3727000,REAP-ETH-WES-30,RETAIL_APPAREL,ETHINICWEAR,KURTA,WESTSIDE,1,30,1800,0,2019-02-12 11:31:59
8747,73-6124230,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,INTERSTATETRAIN,BOOKMYTRIP,1,30,14500,0,2021-04-18 00:49:55
8748,39-1829214,ELEC-MIN-APP-20,ELECTRONIC,MINIAPPLIANCES,MOBILE,APPLE,1,20,2450,0,2018-06-27 12:04:34
8749,81-4913605,ENTE-MUS-NAT-10,ENTERTAINMENT,MUSEUMS,HISTORY,NATIONALMUSEUMOFINDIA,0,10,300,1,2020-09-11 22:10:51
8750,17-0965731,REAP-COS-LAC-30,RETAIL_APPAREL,COSMETICS,LIPSTICK,LACME,0,30,1800,0,2019-02-27 01:24:53
8751,40-1324439,FOBV-ALC-JHO-10,FOOD_BEVERAGES,ALCOHOL,WHISKEY,JHONIEE,1,10,200,0,2021-04-21 13:44:52
8752,02-7573369,TRAV-RAI-BOO-30,TRAVEL,RAILLWAY,TRAM,BOOKMYTRIP,1,30,19750,0,2019-07-31 16:41:32
8753,33-2668946,FOBV-CON-MIN-10,FOOD_BEVERAGES,CONTINENTAL,SPAGHETTI,MINIITTILA,0,10,150,0,2019-04-23 14:37:10
8754,10-6825786,TRAV-ROA-BOO-20,TRAVEL,ROAD,TEMPO,BOOKMYTRIP,0,20,6250,0,2021-06-04 12:11:55
8755,59-9101177,FOBV-WAR-SOC-30,FOOD_BEVERAGES,WARMDRINKS,TEA,SOCIETY,1,30,950,1,2021-09-05 21:24:03
8756,92-5832058,ENTE-MOV-INO-10,ENTERTAINMENT,MOVIE,HINDI,INOX,0,10,350,0,2020-02-18 21:33:05
8757,99-8314120,REAP-LAD-ZAR-30,RETAIL_APPAREL,LADIESWESTERNWEAR,BLOUSE,ZARA,1,30,1800,1,2020-12-16 10:28:18
8758,52-8294931,REAP-COS-MYG-10,RETAIL_APPAREL,COSMETICS,POLISH,MYGLAMM,1,10,550,1,2019-08-06 19:54:50
